Data,GŁOGÓW (151160060) Stan wody [cm],RACIBÓRZ-MIEDONIA (150180060) Stan wody [cm],BARDO ŚLĄSKIE (250160410) Suma opadów [mm],BIERUTÓW (251170270) Suma opadów [mm],BOLESŁAWÓW (250160610) Suma opadów [mm],BOLKÓW (250160030) Suma opadów [mm],BORÓW (250160070) Suma opadów [mm],BRZEG (250170050) Suma opadów [mm],BRZEG DOLNY (251160230) Suma opadów [mm],CHWAŁKOWICE (251160170) Suma opadów [mm],CIESZYN (249180130) Suma opadów [mm],CIESZYN (249180550) Suma opadów [mm],DŁUGOPOLE-ZDRÓJ (250160590) Suma opadów [mm],DOBROGOSZCZ (250170110) Suma opadów [mm],DZIERŻONIÓW (250160260) Suma opadów [mm],DZIEWIĘTLICE (250170290) Suma opadów [mm],GŁOGÓW (251160080) Suma opadów [mm],GŁUBCZYCE (250170390) Suma opadów [mm],GŁUCHOŁAZY (250170330) Suma opadów [mm],GOŚCIEJOWICE (250170760) Suma opadów [mm],GRABOWNICA (251170150) Suma opadów [mm],ISTEBNA-STECÓWKA (249180280) Suma opadów [mm],ISTEBNA-WIEŚ (249180290) Suma opadów [mm],JARNOŁTÓWEK (250170340) Suma opadów [mm],JAWOR (251160290) Suma opadów [mm],JEDLINA-ZDRÓJ (250160220) Suma opadów [mm],JELCZ-LASKOWICE (251170320) Suma opadów [mm],KACZORÓW (250150110) Suma opadów [mm],KAMIENICA (250160620) Suma opadów [mm],KĄTY WROCŁAWSKIE (251160310) Suma opadów [mm],KŁODZKO (350160520) Suma opadów [mm],KOPICE (250170730) Suma opadów [mm],KORFANTÓW II (250170750) Suma opadów [mm],KRUPSKI MŁYN (250180190) Suma opadów [mm],KUDOWA-ZDRÓJ (250160450) Suma opadów [mm],LĄDEK-ZDRÓJ (250160520) Suma opadów [mm],LEGNICA (351160415) Suma opadów [mm],LESZNO (351160418) Suma opadów [mm],LEWIN KŁODZKI (250160470) Suma opadów [mm],LIGOTA GÓRNA (250180230) Suma opadów [mm],LUBACHÓW (250160170) Suma opadów [mm],LUBIN (251160190) Suma opadów [mm],LUBOMIN (250160120) Suma opadów [mm],ŁABĘDY (250180330) Suma opadów [mm],ŁANY (251170420) Suma opadów [mm],MIĘDZYGÓRZE (250160630) Suma opadów [mm],MIĘDZYLESIE (250160650) Suma opadów [mm],MILICZ (251170140) Suma opadów [mm],MŁOTY (250160540) Suma opadów [mm],NAMYSŁÓW (251170290) Suma opadów [mm],NYSA (250170230) Suma opadów [mm],OBORNIKI ŚLĄSKIE (251160220) Suma opadów [mm],ODOLANÓW (251170130) Suma opadów [mm],OŁDRZYCHOWICE KŁODZKIE (250160510) Suma opadów [mm],OPOLE (350170530) Suma opadów [mm],OSETNO (251160110) Suma opadów [mm],OSTROSZOWICE (250160320) Suma opadów [mm],OSTRZESZÓW II (251170430) Suma opadów [mm],OTMUCHÓW (250170250) Suma opadów [mm],PACZKÓW (250170220) Suma opadów [mm],POLANICA-ZDRÓJ (250160490) Suma opadów [mm],POLKOWICE DOLNE (251160150) Suma opadów [mm],PRUDNIK (250170530) Suma opadów [mm],PRZEWORNO (250170120) Suma opadów [mm],PSZENNO (250160090) Suma opadów [mm],RACIBÓRZ (350180540) Suma opadów [mm],RACŁAWICE ŚLĄSKIE (250170540) Suma opadów [mm],ROŻNÓW (251180230) Suma opadów [mm],RUDNA (251160140) Suma opadów [mm],RYBNIK (250180510) Suma opadów [mm],SŁOSZÓW (250160480) Suma opadów [mm],SMOLICE (251170090) Suma opadów [mm],SREBRNA GÓRA (250160350) Suma opadów [mm],STARE OLESNO (250180030) Suma opadów [mm],STRONIE ŚLĄSKIE (250160560) Suma opadów [mm],STRZELIN (250170090) Suma opadów [mm],SUKOWICE (250180380) Suma opadów [mm],SZALEJÓW GÓRNY (250160840) Suma opadów [mm],SZCZAWNO-ZDRÓJ (250160130) Suma opadów [mm],ŚWIERZAWA (251150360) Suma opadów [mm],TARNÓW (250160360) Suma opadów [mm],TRZEBNICA (251170210) Suma opadów [mm],TWARDOCICE (251150280) Suma opadów [mm],WALIM (250160270) Suma opadów [mm],WROCŁAW-STRACHOWICE (351160424) Suma opadów [mm],ZIELENIEC (250160530) Suma opadów [mm],ZIELINA (250170280) Suma opadów [mm],ŹRÓDŁA (251160370) Suma opadów [mm],średnia Suma opadów [mm],mediana Suma opadów [mm],std Suma opadów [mm],min Suma opadów [mm],max Suma opadów [mm]
2016-03-09,338.0,220.0,2.2,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,0.1,0.1,,0.0,,0.4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.1,,,0.1,,0.2,,,0.0,0.0,1.4,,,,0.0,,0.0,0.0,0.1,0.5,,0.0,,0.0,0.0,,,0.1,0.0,,,,,0.0,0.6,0.1,0.1,,,,,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,,,0.13137254901960788,0.0,0.3675997256495262,0.3655614019472312,0.3635121974941791
2016-03-10,338.0,213.0,1.7,0.3,1.8,,1.8,,,0.2,0.8,,1.3,1.4,,4.1,,1.5,3.4,,1.2,,0.0,5.3,,1.3,1.4,0.0,2.2,,0.7,,,0.8,,3.7,0.0,0.0,,,0.9,,0.1,,,2.1,0.5,0.2,,0.2,,0.2,,2.8,0.2,0.0,0.4,,2.0,,0.5,,,,0.2,0.0,,,,0.7,0.2,2.2,0.2,0.4,,,0.9,,0.1,0.0,0.6,0.5,,1.4,0.4,0.6,,,1.0470588235294118,0.6499999999999999,1.1511009771322163,1.1402908378211307,1.1297615759912583
2016-03-11,345.0,202.0,3.7,2.9,2.9,1.8,4.6,,,0.8,6.7,,2.3,2.6,6.0,9.8,,1.2,9.8,,1.3,2.2,1.0,11.3,2.0,4.5,3.2,0.8,3.3,,1.5,,,0.5,0.1,4.2,0.6,1.0,,,6.6,,4.6,,,1.5,0.7,0.5,,5.6,,0.5,,5.1,5.1,,6.2,,9.8,,1.1,,,,6.2,0.8,,,,0.9,0.7,0.6,5.4,2.8,,,1.6,,4.3,0.7,3.6,1.2,1.5,7.6,1.3,2.0,,,3.2339285714285713,2.3,2.7349675900787656,2.7120164301783616,2.6897023499256156
2016-03-12,349.0,200.0,8.3,1.4,6.4,3.2,3.2,,,0.2,6.2,,3.4,3.8,6.5,8.6,0.1,3.0,9.4,,0.4,5.7,2.2,9.8,3.0,5.5,1.8,2.2,8.9,,3.0,,,1.2,0.5,7.2,0.2,0.1,,,7.1,,5.1,,,2.2,1.8,0.5,,1.7,,0.2,,5.3,1.4,2.2,5.8,,7.3,,4.0,0.1,,,4.1,0.4,,,,1.9,4.2,0.6,6.7,0.5,,,2.8,1.4,5.5,2.7,5.3,1.5,1.5,11.3,0.7,3.5,,,3.578333333333333,3.0,2.8476360863847474,2.826039694098809,2.8050118847612806
2016-03-13,352.0,233.0,0.6,,3.3,0.7,0.0,,,,0.5,,1.8,,0.5,0.5,,,2.5,,,0.5,0.2,2.3,0.4,1.4,,0.5,7.7,,0.1,,,,,1.1,0.0,0.0,,,0.3,,0.9,,,2.4,1.5,,,0.3,,,,0.9,0.0,,0.4,,0.1,,0.5,,,,0.0,0.0,,,,,0.1,0.0,0.1,,,,,,0.3,0.3,0.1,,0.3,0.4,0.0,0.6,,,0.8119047619047618,0.4,1.31157509708028,1.2988037540065012,1.2862803833596332
2016-03-14,351.0,224.0,4.3,5.4,6.9,9.6,6.7,,,6.6,7.4,,9.1,6.6,11.0,6.2,5.5,5.4,8.2,,5.5,4.2,5.4,9.9,8.4,9.4,6.4,6.3,8.9,,4.1,,,6.1,2.3,11.3,7.0,4.3,,,9.2,,9.5,,,4.2,7.0,5.8,,5.3,,7.6,,7.8,5.8,6.9,7.1,,6.0,,3.1,6.2,,,7.5,4.1,,,,6.9,4.4,5.0,5.6,6.0,,,4.6,2.2,7.9,12.0,5.6,5.6,7.5,14.3,6.2,2.4,,,6.628333333333332,6.3,2.3098786333763024,2.354734238838741,2.3942358141041193
2016-03-15,355.0,209.0,1.4,0.2,4.5,0.3,0.3,,,0.2,2.9,,3.5,0.4,1.3,1.0,,0.7,2.6,,0.1,1.8,2.3,3.0,0.4,2.5,0.5,0.5,6.1,,1.6,,,0.2,2.5,6.1,0.0,0.0,,,1.3,,1.6,,,6.0,2.7,0.7,,1.1,,0.2,,4.2,0.0,0.1,3.0,,0.6,,2.7,0.0,,,1.2,0.4,,,,0.9,2.5,0.2,1.6,0.8,,,1.1,1.0,0.8,0.4,0.8,0.0,0.2,3.4,0.1,3.7,,,1.5288135593220342,1.0,1.5692677507115886,1.556364250950232,1.543768356360005
2016-03-16,356.0,206.0,,,0.0,,,,,,,,0.0,,,,,,0.0,,,0.0,0.0,0.1,,0.0,,0.2,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,0.0,,,0.0,0.1,,,,,,,0.0,0.0,,0.1,,,,0.2,,,,,0.0,,,,,0.0,0.0,0.1,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.025806451612903226,0.0,0.05590187571098291,0.05530247546883503,0.05470884148855813
2016-03-17,343.0,205.0,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,,,,,0.0,0.0,0.1,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,0.1,,,,0.0,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,0.0,,,0.008333333333333333,0.0,0.02712939869411546,0.026855751033030655,0.026575639672022887
2016-03-18,335.0,199.0,1.8,,0.9,1.0,,,,,,,0.3,,0.6,0.5,,1.0,0.9,,,,,1.4,0.8,0.9,,0.9,0.5,,0.2,,,,0.0,1.7,0.2,0.0,,,1.7,,2.2,,,0.6,0.4,,,,,,,0.8,0.0,,1.5,,0.5,,0.0,0.1,,,0.6,0.0,,,,,0.0,0.0,1.1,0.2,,,,,1.4,1.4,0.4,,1.3,3.2,0.0,0.3,,,0.7634146341463415,0.6,0.6942142742946742,0.6861653678395393,0.6784080420541967
2016-03-19,344.0,194.0,0.1,,0.4,0.9,,,,,,,,,,,,,,,,,,,0.1,0.1,,0.5,1.0,,0.0,,,,0.3,,0.0,0.0,,,0.1,,,,,0.2,,,,,,,,,0.0,,0.2,,,,0.1,,,,0.0,0.0,,,,,0.2,0.0,0.2,,,,,,0.3,0.4,0.0,,0.5,0.9,0.0,0.2,,,0.2392857142857143,0.2,0.2796720762049247,0.27507332966462417,0.270674091019598
2016-03-20,339.0,187.0,0.2,1.6,0.0,0.5,0.0,,,2.4,,,0.0,,,0.0,1.7,,,,1.5,,,,,0.9,1.8,0.7,0.0,,0.0,,,1.9,0.1,0.3,0.0,0.2,,,0.6,,1.8,,,0.1,0.1,1.1,,0.8,,2.5,,,0.0,1.8,0.4,,0.0,,,3.8,,,0.2,0.0,,,,,0.0,0.1,0.4,2.3,,,,,0.7,0.7,0.6,2.1,0.2,1.4,0.0,0.9,,,0.7913043478260869,0.5,0.8865377562437218,0.8773737420641323,0.868468218704603
2016-03-21,332.0,174.0,0.4,1.5,1.0,2.1,1.0,,,2.0,0.5,,0.4,0.6,2.4,0.2,3.0,1.5,1.1,,1.4,3.6,6.1,0.7,1.1,2.8,0.6,3.3,3.0,,0.2,,,1.7,0.1,0.4,0.3,1.0,,,1.8,,3.8,,,0.5,1.0,1.4,,0.4,,1.1,,,0.9,3.4,2.5,,2.3,,0.3,1.8,,,0.5,0.6,,,,2.1,0.5,3.9,2.2,0.6,,,1.2,,1.5,1.6,0.4,1.7,2.0,4.7,0.4,1.2,,,1.5568965517241382,1.2,1.2327968313018087,1.223158851775539,1.2137830725919545
2016-03-22,326.0,169.0,0.1,2.0,0.5,0.6,1.6,,,4.1,2.4,,0.0,0.1,,0.0,0.7,,0.0,,3.3,2.6,2.9,,3.3,,3.4,1.2,1.1,,0.1,,,2.2,0.1,0.0,0.0,3.1,,,0.1,,0.5,,,0.3,,2.6,,1.6,,5.0,,0.0,2.1,1.6,0.8,,0.4,,0.2,1.4,,,1.2,0.0,,,,1.2,0.0,1.1,0.3,1.7,,,0.4,,0.1,1.5,0.2,2.4,1.5,0.4,1.3,0.1,,,1.211111111111111,1.1,1.209999688608464,1.199147459820364,1.188582802556694
2016-03-23,324.0,169.0,3.1,3.0,6.7,3.0,6.0,,,3.7,,,4.3,,3.5,3.2,1.2,2.6,6.1,,9.4,0.2,,6.2,3.6,1.9,3.8,1.6,6.9,,2.4,,,,1.9,5.1,0.3,4.7,,,4.4,,0.9,,,7.7,2.0,10.8,,1.3,,5.0,,3.5,0.9,4.0,2.6,,3.0,,3.6,4.7,,,8.9,0.0,,,,0.0,0.2,3.0,2.5,,,,,2.6,1.8,3.5,1.6,3.6,5.1,4.7,2.4,1.5,,,3.522222222222222,3.2,2.333063948924402,2.3174461889380518,2.3022321159625783
2016-03-24,317.0,165.0,0.1,,0.9,,0.0,,,0.0,,,0.0,,0.5,0.0,,,,,,1.3,,0.0,,0.3,,0.1,1.9,,0.1,,,,0.0,0.5,0.0,0.0,,,0.4,,0.7,,,0.2,0.4,,,,,,,0.1,0.0,0.1,0.6,,0.1,,,,,,0.2,0.0,,,,,0.1,0.0,0.2,,,,,0.1,0.5,,0.2,,,0.8,0.0,0.1,,,0.28378378378378377,0.1,0.3994463499277663,0.3947510921747074,0.39018244280355546
2016-03-25,307.0,159.0,0.3,0.8,1.5,0.4,0.4,,,1.5,1.0,,0.5,,0.4,0.1,0.8,0.3,0.3,,0.5,0.8,1.0,0.0,1.5,0.1,0.5,0.7,2.5,,1.1,,,,2.0,1.3,1.0,0.6,,,0.4,,1.2,,,4.7,1.2,0.9,,0.5,,0.7,,1.6,0.0,2.3,0.3,,0.1,,0.6,1.7,,,0.4,0.0,,,,0.0,2.7,1.3,0.2,,,,,,0.6,0.5,0.3,2.5,1.5,1.1,0.5,3.7,,,0.9709090909090908,0.7,0.9144236934762718,0.9063923942751164,0.8985773813006289
2016-03-26,298.0,154.0,0.8,0.3,0.4,0.3,0.1,,,0.7,0.2,,0.8,,,0.0,,0.2,0.0,,0.4,1.9,1.6,,0.3,0.4,1.0,0.6,0.4,,0.2,,,0.8,0.9,1.1,0.1,0.2,,,0.5,,,,,0.7,0.7,0.2,,0.1,,1.1,,0.8,0.3,,0.1,,,,0.5,,,,0.0,0.0,,,,0.5,0.9,0.4,0.2,0.1,,,1.2,0.1,0.2,,0.2,1.5,0.8,1.1,0.2,0.6,,,0.5235294117647059,0.4,0.43559720954431225,0.43162545388298634,0.4277748054630285
2016-03-27,301.0,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,0.1,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,,,0.009090909090909092,0.0,0.027639338571324557,0.027048686941872686,0.026443974696789007
2016-03-28,291.0,148.0,,,,,0.1,,,0.0,,,0.5,,,,,,,,,,,,,,,,,,0.0,,,,0.2,,0.0,0.1,,,,,,,,,0.1,,,,,,,,0.0,,0.0,,0.3,,,0.0,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,0.0,,0.1,,0.0,0.2,,,0.08,0.0,0.12688748125970858,0.12441696110668171,0.1220416852754605
2016-03-29,288.0,145.0,,2.7,,0.6,0.0,,,0.8,,,0.0,,0.3,0.0,0.8,,,,0.6,,,,0.8,,0.3,0.8,0.0,,0.0,,,,0.0,,0.0,4.4,,,0.3,,0.8,,,0.3,0.8,1.2,,1.8,,0.1,,0.2,0.0,2.8,1.0,,0.0,,,1.2,,,0.6,0.0,,,,,0.1,0.3,0.3,2.0,,,,,0.5,3.4,0.0,,0.0,0.7,0.9,0.3,,,0.7372093023255814,0.4,0.9661503781225731,0.95599086954916,0.9460925908924288
2016-03-30,288.0,146.0,1.3,0.3,3.9,0.0,0.0,,,0.7,0.0,,1.4,0.1,,0.5,3.6,0.0,0.0,,0.4,0.2,,,0.2,,1.1,0.1,7.3,,1.9,,,2.4,5.8,2.5,1.1,2.9,,,0.0,,0.1,,,7.2,4.9,0.6,,1.0,,0.4,,0.2,3.6,1.7,0.2,,0.1,,3.0,1.0,,,0.0,0.0,,,,0.9,6.7,2.0,0.3,0.7,,,,2.0,0.0,0.7,0.1,1.7,2.0,0.1,0.3,5.6,,,1.5418181818181815,0.7,1.9488551741946587,1.9324781650456322,1.9164475818651152
2016-03-31,274.0,146.0,2.9,12.5,1.2,11.0,5.5,,,13.5,0.0,,0.9,3.2,4.0,1.4,19.9,0.2,2.2,,12.7,,,3.4,16.4,4.9,10.0,8.7,2.5,,1.1,,,0.2,2.5,1.2,15.5,10.9,,,7.3,,7.5,,,1.5,1.1,14.0,,7.6,,15.5,,0.9,1.6,18.8,4.5,,1.6,,2.5,21.0,,,6.8,0.0,,,,0.2,3.0,11.8,3.5,3.3,,,,1.0,6.8,15.0,3.0,15.0,15.5,7.1,10.0,1.0,,,6.610526315789474,4.25,5.8858851128665295,5.836460844142624,5.7883588523990825
2016-04-01,288.0,144.0,1.6,2.2,1.3,6.6,2.2,,,2.2,3.0,,0.5,2.3,4.6,0.4,0.1,1.4,1.5,,3.2,0.2,0.2,2.4,4.7,3.6,3.2,5.7,1.6,,0.2,,,1.0,0.0,1.2,3.8,0.3,,,3.3,,3.7,,,0.5,0.1,0.6,,2.3,,1.5,,1.1,1.1,0.1,3.8,,0.6,,0.4,0.7,,,2.7,0.2,,,,0.7,0.4,1.4,2.3,1.5,,,0.7,0.2,2.5,6.3,1.8,0.5,4.4,4.8,2.6,1.3,,,1.9216666666666664,1.5,1.6364534239006847,1.6235815212898832,1.6110435192397041
2016-04-02,293.0,143.0,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,0.1,,,,,,0.0,0.0,,,,,,,,,,0.2,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.04,0.0,0.06429100507328636,0.06202893842514712,0.05991819684950637
2016-04-03,299.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0
2016-04-04,309.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.2,0.0,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.022222222222222223,0.0,0.06000374099822666,0.058353664345458606,0.056698599130577544
2016-04-05,304.0,136.0,0.0,,,1.7,0.1,,,2.3,,,,,,0.0,2.1,,,,0.2,,,,2.0,1.5,,4.8,,,0.0,,,,0.9,,0.5,1.8,,,1.5,,1.7,,,,,0.6,,,,2.4,,0.0,0.0,2.0,0.2,,0.0,,,1.1,,,1.4,0.4,,,,,0.0,1.0,,,,,,,2.0,1.5,0.0,4.5,0.6,0.9,1.3,,,,1.1714285714285713,1.05,1.145107648489289,1.1295334098761112,1.1145886576976947
2016-04-06,301.0,137.0,0.7,0.6,1.8,0.1,2.1,,,0.0,,,0.2,0.1,2.0,1.3,,0.7,1.9,,1.6,,,1.6,0.6,,0.8,,2.3,,0.5,,,0.3,0.2,1.1,0.0,0.1,,,0.1,,0.2,,,0.7,0.1,0.7,,1.2,,0.3,,1.0,1.5,,0.5,,1.5,,0.0,,,,0.0,0.0,,,,0.0,0.2,2.8,0.0,1.7,,,,0.1,0.0,,0.3,1.3,0.4,1.1,1.9,0.0,,,0.7639999999999999,0.6,0.7417728996740172,0.7346105155155299,0.7276557455071412
2016-04-07,281.0,137.0,1.7,0.0,0.6,,0.0,,,0.0,2.3,,0.3,,,1.0,,4.2,1.3,,,8.7,6.7,0.8,0.1,0.5,,0.2,2.1,,1.3,,,1.4,0.1,1.0,0.1,0.0,,,0.8,,0.1,,,2.0,2.4,,,,,0.0,,0.5,2.3,,0.1,,1.0,,0.5,0.0,,,0.0,0.9,,,,4.6,0.2,0.0,0.2,1.0,,,2.3,1.2,0.0,0.8,1.2,,0.8,0.2,0.0,0.3,,,1.156,0.8,1.672778003913572,1.6581761747454424,1.643862440730033
2016-04-08,296.0,137.0,12.9,4.9,21.5,0.8,8.2,,,0.2,12.8,,11.0,10.7,12.0,13.8,,13.2,15.9,,1.6,11.0,10.7,14.9,0.3,8.0,7.4,0.5,20.0,,13.2,,,19.7,7.6,16.5,0.0,0.0,,,7.9,,2.7,,,12.5,8.6,1.2,,6.3,,2.9,,8.7,9.8,,15.2,,14.7,,12.5,,,,6.0,11.1,,,,14.7,15.6,0.5,12.3,12.0,,,15.0,14.2,3.4,0.2,12.2,0.5,0.2,8.2,3.2,14.5,,,9.05438596491228,10.25,5.8651611197789935,5.829986496105321,5.795619680508636
2016-04-09,285.0,162.0,19.6,9.4,19.1,15.2,13.7,,,11.0,10.8,,16.6,15.4,18.3,19.2,6.9,14.7,23.0,,9.7,5.6,7.8,25.5,14.2,22.5,12.5,16.5,20.0,,17.7,,,14.9,8.2,26.5,10.9,2.0,,,21.4,,18.7,,,14.5,9.0,9.0,,15.5,,11.9,,16.5,12.8,7.5,22.3,,13.7,,21.5,8.5,,,17.1,12.4,,,,13.5,15.6,4.6,17.2,21.4,,,16.6,17.6,18.0,11.5,16.2,12.5,8.4,34.1,14.2,16.1,,,14.953333333333335,14.953333333333335,5.671107870678736,5.745463046607425,5.8111168587516
2016-04-10,278.0,226.0,3.1,0.2,2.0,9.8,2.1,,,1.1,1.9,,1.9,1.0,4.2,2.1,4.3,2.9,4.6,,2.0,2.3,1.4,6.6,3.4,7.7,0.4,9.6,3.6,,1.6,,,2.6,0.4,2.9,1.7,1.2,,,5.4,,8.9,,,3.8,2.4,1.4,,0.2,,1.8,,1.8,0.5,3.7,4.0,,3.1,,2.0,2.4,,,3.2,0.4,,,,1.7,1.3,1.7,3.5,3.9,,,0.4,1.4,10.1,12.0,2.7,1.5,8.7,7.7,0.7,2.0,,,3.2149999999999994,2.3,2.7349595296881923,2.7134470184950508,2.6924925463895026
2016-04-11,299.0,259.0,0.1,,0.3,,,,,,0.5,,0.2,,,,,0.1,0.3,,,0.2,,0.1,0.2,,,0.1,0.4,,0.0,,,,,0.3,0.0,0.3,,,0.0,,0.2,,,0.2,0.1,,,,,,,,0.0,0.1,0.2,,0.1,,0.0,,,,,0.0,,,,0.4,0.0,2.8,0.0,,,,,,,0.3,0.0,,0.2,0.3,0.0,0.3,,,0.23714285714285716,0.2,0.45408811526463433,0.44930301464802763,0.44459418826479424
2016-04-12,341.0,238.0,,0.6,,,,,,0.2,,,0.1,,,,,,,,0.4,,,,,,,,,,0.1,,,,0.0,,0.0,0.5,,,,,0.1,,,0.3,,,,,,0.1,,,0.0,0.1,0.0,,,,0.1,,,,0.0,0.0,,,,,,1.5,,,,,,0.2,0.0,,0.0,,,,0.0,,,,0.19545454545454544,0.1,0.32425683433064745,0.31853849659639905,0.3130147297453806
2016-04-13,360.0,220.0,0.5,5.0,,7.5,2.2,,,10.0,,,,0.9,0.8,0.0,12.7,0.0,0.1,,8.4,,,,3.3,0.5,3.5,5.5,,,0.2,,,2.4,1.1,0.6,3.0,18.5,,,1.1,,0.6,,,0.1,,11.3,,8.3,,9.1,,1.1,0.4,9.1,1.2,,0.0,,,6.9,,,1.6,0.1,,,,,0.7,15.8,0.5,2.4,,,,,0.8,2.9,1.5,10.5,4.9,1.1,4.2,1.5,,,3.841666666666667,1.6,4.444674030705629,4.400937861245698,4.3583495097406875
2016-04-14,363.0,211.0,1.5,6.3,4.9,3.2,2.4,,,3.1,7.7,,1.8,0.6,2.5,1.9,5.6,0.9,3.7,,2.9,9.6,5.8,3.8,4.3,1.2,5.0,4.1,4.9,,0.3,,,5.8,0.6,5.9,3.7,0.4,,,2.3,,2.4,,,4.2,2.5,2.9,,6.1,,1.4,,2.1,2.1,2.7,1.1,,1.8,,0.4,3.7,,,3.0,0.9,,,,8.0,2.7,1.2,1.1,4.1,,,5.0,0.4,1.9,4.4,0.8,4.5,4.7,4.1,2.0,4.3,,,3.2199999999999993,2.9,2.037423430672683,2.0263627444005223,2.015527305949679
2016-04-15,354.0,226.0,,1.5,0.4,0.1,2.0,,,2.7,0.0,,0.9,0.2,0.4,0.0,3.4,0.3,0.0,,3.7,0.2,0.3,,0.4,0.6,1.6,0.2,1.7,,0.0,,,0.2,2.4,0.2,0.5,3.7,,,0.4,,0.2,,,1.2,1.0,6.1,,1.3,,2.1,,0.0,0.2,3.4,0.4,,0.1,,0.8,3.4,,,0.5,0.3,,,,0.6,2.8,4.4,0.1,1.8,,,0.9,0.1,0.3,1.1,0.0,3.9,1.4,1.8,3.5,2.7,,,1.2827586206896553,0.6,1.3908974583107336,1.379342832938357,1.3680562656124324
2016-04-16,351.0,216.0,,0.4,,0.1,0.2,,,1.0,,,0.1,0.2,0.6,,2.0,,,,1.8,,,,0.4,0.5,1.1,,0.1,,0.0,,,0.4,0.5,,1.7,2.0,,,0.4,,0.9,,,0.1,0.1,2.6,,0.4,,2.6,,,0.0,1.4,0.6,,0.0,,,1.7,,,0.2,0.0,,,,0.0,,1.1,,0.3,,,0.2,0.1,0.7,,0.0,3.8,0.4,0.6,0.2,0.2,,,0.7204545454545453,0.4,0.8413223666643236,0.832336202776024,0.823604536202647
2016-04-17,354.0,201.0,5.1,1.1,7.6,0.6,1.3,,,0.1,18.4,,7.0,1.1,2.5,6.7,1.8,7.8,6.9,,0.2,16.5,15.4,8.2,0.3,3.5,1.6,0.8,8.4,,5.2,,,7.1,3.8,7.3,0.0,1.4,,,2.7,,3.4,,,8.5,8.3,,,0.8,,,,6.7,3.8,0.0,3.1,,5.6,,5.7,0.2,,,2.7,6.5,,,,8.5,7.4,0.0,3.0,2.4,,,7.5,5.4,2.9,0.5,4.1,,0.5,5.4,1.2,8.1,,,4.60701754385965,3.8,4.007573502025572,3.974185418197582,3.941700361177491
2016-04-18,366.0,219.0,,,,,,,,,0.3,,,,,,0.1,,,,,2.6,2.1,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,0.2,,,,,,0.1,,,0.0,,0.0,,,,0.1,,,,,0.0,,,,,,0.0,,,,,,,,0.1,0.0,,,,0.0,,,,0.3294117647058824,0.05,0.7291264200459846,0.7157040412408803,0.7025004516644123
2016-04-19,364.0,235.0,1.0,0.3,,,,,,0.5,,,,,,,,0.3,,,0.0,,,,,0.3,0.0,,0.6,,0.1,,,,0.0,0.4,0.0,0.1,,,0.0,,,,,,0.0,0.2,,0.4,,0.2,,0.1,0.0,0.4,,,0.2,,,0.4,,,,0.0,,,,,0.0,0.2,0.6,,,,,,,,0.0,1.0,,0.8,1.0,,,,0.29354838709677417,0.2,0.30858526917291224,0.30388922374590155,0.2993945478985329
2016-04-20,351.0,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.1,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0125,0.0,0.03143003694274352,0.030431624386797626,0.02944437267825381
2016-04-21,351.0,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0
2016-04-22,339.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0
